"Applied filters:
Calendar_Day is on or after 01/01/2026 and is before 27/06/2026
COUNTRY_SHORT is UKR
Attribute is Article_ID, Article_Desc, or Article_Image
Store_Name is UA_KYIV_Spektr_FO
KPIs is Net_Sales_EUR, Net_Qty, NS_vs_LY, Store_Stock, Warehouse_Stock, or Weeks Cover";;;;;;;;
;;;;;;;;
Article_ID;Article_Desc;Article_Image;Net_Sales_EUR;Net_Qty;NS_vs_LY;Store_Stock;Warehouse_Stock;Weeks_Cover
GE0668;B 3S TAPERED P;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE0668-small.png;;;;0;;
GE0716;G XFG TS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE0716-small.png;;;;0;;
GE0939;G MH GRA TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE0939-small.png;;;;0;;
GE1168;DAILY BEANIE LT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE1168-small.png;;;;0;;
GE1248;CLSC BEANIE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE1248-small.png;;;;0;;
GE1313;PAD FUR PARKA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE1313-small.png;;;;0;;
GE1379;HC CREW 3PP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE1379-small.png;;;;0;;
GE1380;NC ANKLE 3PP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE1380-small.png;;;;0;;
GE2001;A.RDY BEAN FITT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE2001-small.png;;;;0;;
GE2004;GLOVES A.R. W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE2004-small.png;;;;0;;
GE2071;YA HEART BIKINI;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE2071-small.png;;;;0;;
GE3283;RYV LONG PARKA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE3283-small.png;;;;0;;
GE3304;SPIDERMAN CAP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE3304-small.png;;;;0;;
GE3309;LK Chnky Beanie;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE3309-small.png;;;;0;;
GE3320;BP APWR V S;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE3320-small.png;;;;0;;
GE5151;TAN CLUB H PANT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE5151-small.png;;;;0;;
GE5184;TAN SW LOGO JGS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE5184-small.png;;;;0;;
GE6124;CLSC BEANIE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE6124-small.png;;;;0;;
GE6137;Low Cut 3PP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE6137-small.png;;;;0;;
GE6165;3S ANKLE 3PP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE6165-small.png;;;;0;;
GE6249;3D TF 3 STRP TP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE6249-small.png;;;;0;;
GE7790;W XPLORIC Parka;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE7790-small.png;;;;0;;
GE7791;W XPLORIC Parka;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GE7791-small.png;;;;0;;
GF0196;SST TT P BLUE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GF0196-small.png;;;;0;;
GF0197;SST TT P BLUE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GF0197-small.png;;;;0;;
GF0198;SST TT P BLUE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GF0198-small.png;;;;0;;
GF0209;SST TP P BLUE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GF0209-small.png;;;;0;;
GF0210;SST TP P BLUE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GF0210-small.png;;;;0;;
GF0283;G ART TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GF0283-small.png;;;;0;;
GG3548;LK BR PAD PNT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GG3548-small.png;;;;0;;
GG3705;YG J LONG DOWN;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GG3705-small.png;;;;0;;
GG4015;G H.R TIGHT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GG4015-small.png;;;;0;;
GH4594;ESS DOWN JACKET;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH4594-small.png;;;;0;;
GH4595;ESS DOWN JACKET;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH4595-small.png;;;;0;;
GH4605;ESS DOWN PARKA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH4605-small.png;;;;0;;
GH4659;W S VRCT JK PAD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH4659-small.png;;;;0;;
GH4887;W S2LDN FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH4887-small.png;;;;0;;
GH4888;W S2LDN FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH4888-small.png;;;;0;;
GH7249;TIRO BOTTLE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7249-small.png;;;;0;;
GH7259;TIRO BP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7259-small.png;;;;0;;
GH7260;TIRO BP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7260-small.png;;;;0;;
GH7270;TIRO DU BC M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7270-small.png;;;;0;;
GH7374;BSC HOOD INS J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7374-small.png;;;;0;;
GH7911;TRUEPUR CROP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7911-small.png;;;;0;;
GH7912;TRUEPUR SWIM;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH7912-small.png;;;;0;;
GH8507;ASK 7/8 T H.RDY;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GH8507-small.png;;;;0;;
GI1116;CROPPED HOOD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GI1116-small.png;;;;0;;
GI4908;LK CLEO CAP B;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GI4908-small.png;;;;0;;
GI7672;WOMENS CRW Sock;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GI7672-small.png;;;;0;;
GI7949;WOMENS CRW Sock;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GI7949-small.png;;;;0;;
GJ2990;TP TIGHT P.BLUE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ2990-small.png;;;;0;;
GJ5607;W RecCo SHORT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ5607-small.png;;;;0;;
GJ5613;W MVP FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ5613-small.png;;;;0;;
GJ6520;Palm Reader LS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6520-small.png;;;;0;;
GJ6521;Mandala BOS W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6521-small.png;;;;0;;
GJ6524;Brand Icons Tee;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6524-small.png;;;;0;;
GJ6544;NINI GFX POCKET;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6544-small.png;;;;0;;
GJ6546;NINI GFX HOODY;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6546-small.png;;;;0;;
GJ6557;NINI GFX PANT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6557-small.png;;;;0;;
GJ6619;B BOS SHORT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ6619-small.png;;;;0;;
GJ9947;ASTRO PANT M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GJ9947-small.png;;;;0;;
GK0307;PLAID TP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK0307-small.png;;;;0;;
GK3468;FINALE LGE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK3468-small.png;;;;0;;
GK3476;FINALE TRN;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK3476-small.png;;;;0;;
GK3496;MESSI CLB;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK3496-small.png;;;;0;;
GK3532;MESSI SG MTC J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK3532-small.png;;;;0;;
GK3540;PRED SG LGE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK3540-small.png;;;;0;;
GK5749;M20 P.B. SHORT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK5749-small.png;;;;0;;
GK8599;JUVE CNY CR SWT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8599-small.png;;;;0;;
GK8605;JUVE TRAVEL HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8605-small.png;;;;0;;
GK8627;FCB CNY CR SWT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8627-small.png;;;;0;;
GK8696;TRAIL BTTL 0,75;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8696-small.png;;;;0;;
GK8821;M 3S FL TC PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8821-small.png;;;;2;0;
GK8823;M 3S FL TC PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8823-small.png;;;;;0;
GK8824;M 3S FL TC PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8824-small.png;;;;0;29;
GK8897;M LIN FT TE PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8897-small.png;;;;0;;
GK8908;M MEL SHO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8908-small.png;;;;0;;
GK8957;TIRO TK PNT CU;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8957-small.png;;;;0;;
GK8966;M BL FL PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8966-small.png;;;;0;;
GK8967;M CUT 3S PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8967-small.png;;;;0;;
GK8977;M CUT 3S PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK8977-small.png;;;;0;;
GK9045;M BL FT FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9045-small.png;;;;0;;
GK9053;M 3S FL FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9053-small.png;;;;;0;
GK9076;M BL FT SWT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9076-small.png;;;;0;;
GK9120;M BL SJ T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9120-small.png;;;;0;;
GK9121;M BL SJ T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9121-small.png;;;;0;;
GK9226;M SL SJ TC PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9226-small.png;;;;0;;
GK9273;M SL FT O PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9273-small.png;;;;0;;
GK9373;U FAVS Q1 SWT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9373-small.png;;;;0;;
GK9374;U FAVS Q1 SWT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9374-small.png;;;;0;;
GK9413;MUFC AOP TR TOP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9413-small.png;;;;0;;
GK9423;U FAVS Q1 T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9423-small.png;;;;0;;
GK9424;U FAVS Q1 T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9424-small.png;;;;0;;
GK9425;U FAVS Q1 T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9425-small.png;;;;0;;
GK9585;M CUT 3S FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9585-small.png;;;;0;;
GK9587;M CUT 3S FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9587-small.png;;;;0;;
GK9599;M 3S FT SHO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9599-small.png;;;;0;;
GK9601;M SL FT SHO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9601-small.png;;;;0;;
GK9977;M 3S FT TT TS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GK9977-small.png;;;;0;;
GL0047;REAL TRAVEL TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0047-small.png;;;;0;;
GL0048;REAL TRAVEL HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0048-small.png;;;;0;;
GL0057;M LIN SJ T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0057-small.png;;;;0;;
GL0058;M LIN SJ T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0058-small.png;;;;0;;
GL0444;FL 3 BAR TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0444-small.png;;;;0;;
GL0570;BT 3S RIB BRA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0570-small.png;;;;0;;
GL0589;H SUPP BRA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0589-small.png;;;;0;;
GL0614;AM BR BRA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0614-small.png;;;;0;;
GL0653;W BL FL HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0653-small.png;;;;1;;
GL0681;WVN TRAIN PANT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0681-small.png;;;;0;;
GL0685;TF L 3S T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0685-small.png;;;;0;;
GL0694;WOVEN BOS JKT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0694-small.png;;;;0;;
GL0707;GO TO TANK 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0707-small.png;;;;0;;
GL0719;W BL FL HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0719-small.png;;;;0;;
GL0768;W LIN T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0768-small.png;;;;0;;
GL0784;W 3S T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0784-small.png;;;;0;;
GL0793;W LIN FT FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0793-small.png;;;;0;;
GL0794;W LIN FT FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0794-small.png;;;;0;;
GL0799;W SL FT FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0799-small.png;;;;0;;
GL0805;W 3S FT FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL0805-small.png;;;;0;;
GL1378;W 3S FT T C PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL1378-small.png;;;;0;;
GL1396;W S LEG;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL1396-small.png;;;;0;;
GL1400;W S SWT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL1400-small.png;;;;0;;
GL1445;W CB LIN HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL1445-small.png;;;;;0;
GL1462;W 3S FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL1462-small.png;;;;0;;
GL1463;W 3S FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL1463-small.png;;;;0;;
GL2368;M SPRT4IA PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL2368-small.png;;;;0;;
GL2840;M CRCL XPLR T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL2840-small.png;;;;0;;
GL3224;M SSTNBL SLGN T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3224-small.png;;;;0;;
GL3723;W SL T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3723-small.png;;;;0;;
GL3861;W UFORU TJ;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3861-small.png;;;;;0;
GL3952;W SPRT4IA LS T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3952-small.png;;;;0;;
GL3954;W SPRT4IA CAPRI;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3954-small.png;;;;0;;
GL3955;W SPRT4IA CAPRI;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3955-small.png;;;;0;;
GL3966;W DNC BT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3966-small.png;;;;0;;
GL3984;W AT TIG;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3984-small.png;;;;0;;
GL3994;W DNC TK;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL3994-small.png;;;;0;;
GL4043;W 3S 78 TIG;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL4043-small.png;;;;0;;
GL4146;CROPPED HOODIE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL4146-small.png;;;;0;;
GL4150;GRAPHIC TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL4150-small.png;;;;0;;
GL4151;GRAPHIC TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL4151-small.png;;;;0;;
GL4152;GRAPHIC SWEAT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL4152-small.png;;;;0;;
GL4799;PLYR 3S WBR JKT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL4799-small.png;;;;;0;
GL5271;TRUESTR L TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL5271-small.png;;;;0;;
GL5480;CLUB SKIRT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL5480-small.png;;;;;0;
GL5529;CLUB TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL5529-small.png;;;;;0;
GL5530;CLUB TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL5530-small.png;;;;;0;
GL5827;aSMC TPR LS P;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL5827-small.png;;;;0;;
GL6855;PRIMEKNIT TEE M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL6855-small.png;;;;;0;
GL7326;W adidas W.N.D.;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL7326-small.png;;;;0;;
GL7378;aSMC TST CROP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL7378-small.png;;;;0;;
GL7542;aSMC W BOMBER;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL7542-small.png;;;;0;;
GL7580;aSMC TPR SL BRA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL7580-small.png;;;;0;0;
GL7582;aSMC TPR SL TOP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL7582-small.png;;;;;0;
GL7584;aSMC TPR SL TI;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL7584-small.png;;;;0;0;
GL8555;EP/Syst. BP20;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL8555-small.png;;;;;0;
GL8559;EP/Syst. DB35;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL8559-small.png;;;;;0;
GL8617;FAV DUFFEL BAG;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL8617-small.png;;;;;0;
GL8646;KIDS CAP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL8646-small.png;;;;0;;
GL8653;KIDS LOW CUT 3P;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL8653-small.png;;;;0;;
GL9488;W TS CO Energiz;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL9488-small.png;;;;0;;
GL9511;W TE Pant;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL9511-small.png;;;;0;;
GL9515;W TE TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL9515-small.png;;;;0;;
GL9517;W TE HOODIE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL9517-small.png;;;;0;;
GL9977;OMEALLY SS TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GL9977-small.png;;;;;0;
GM0513;CITY ELEVATED T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0513-small.png;;;;0;;
GM0515;CITY ELEVATED T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0515-small.png;;;;0;;
GM0654;4K_SPR GF BOS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0654-small.png;;;;0;;
GM0655;AERO 3S TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0655-small.png;;;;0;;
GM0659;FL_SPR GF BOS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0659-small.png;;;;0;;
GM0691;W WORD SWT PANT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0691-small.png;;;;0;;
GM0695;W WORD FZ HD;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0695-small.png;;;;0;;
GM0700;W TEC WV PNT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM0700-small.png;;;;0;;
GM1066;AERO 3S TEE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM1066-small.png;;;;0;;
GM1089;M 3S FL F PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM1089-small.png;;;;0;;
GM1091;M 3S FL F PT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM1091-small.png;;;;0;;
GM1531;OTR TRACK JKT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM1531-small.png;;;;;0;
GM1808;AERO FLW PB HDY;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM1808-small.png;;;;0;;
GM1809;G LEGO D SHORT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM1809-small.png;;;;0;;
GM2882;AM BR BRA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM2882-small.png;;;;0;;
GM2986;TF ADILIFE T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM2986-small.png;;;;0;;
GM3281;W ZNE Hd;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3281-small.png;;;;0;;
GM3295;W ZNE pnt;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3295-small.png;;;;0;;
GM3907;SH3.RO XSHAPE S;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3907-small.png;;;;0;0;
GM3921;SH3.RO WVBT S;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3921-small.png;;;;;0;
GM3931;SH3.RO XSHP PLS;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3931-small.png;;;;;0;
GM3934;SH3.RO XSHAPE S;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3934-small.png;;;;;0;
GM3943;SH3.RO SHAPE S;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM3943-small.png;;;;;0;
GM4517;5P TECH CAP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM4517-small.png;;;;0;;
GM4534;LEGO BACKPACK;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM4534-small.png;;;;0;;
GM4760;MT Short;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM4760-small.png;;;;0;;
GM5344;W URBN J C.R.;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/GM5344-small.png;;;;0;;
